step,run_name,sequence_name,is_cuda,epochs,best_train_loss,best_train_acc,best_train_f1-score,best_test_loss,best_test_acc,best_test_f1-score
22,run,seq_run,False,50,1.0456348254130436,0.5051923076923077,0.495516200565007,1.0501485019922256,0.546875,0.6093563988095239
23,run,seq_run,False,50,1.0438369668447054,0.5186538461538461,0.5483874291962695,1.0402586460113525,0.5625,0.627734375
24,run,seq_run,False,50,1.0383938230001009,0.519423076923077,0.5483874291962695,1.0402586460113525,0.5625,0.627734375
25,run,seq_run,False,50,1.0352821194208586,0.5521153846153847,0.5577498175512449,1.0351819545030594,0.5625,0.627734375
26,run,seq_run,False,50,1.028828436594743,0.5521153846153847,0.5577498175512449,1.0332798510789871,0.5625,0.627734375
27,run,seq_run,False,50,1.0274464029532213,0.5521153846153847,0.5577498175512449,1.0293481796979904,0.5625,0.627734375
28,run,seq_run,False,50,1.020803756897266,0.5719230769230769,0.5691229175970081,1.0293481796979904,0.5625,0.6283017113095238
29,run,seq_run,False,50,1.0179405900148244,0.5719230769230769,0.5691229175970081,1.025004655122757,0.59375,0.642280505952381
30,run,seq_run,False,50,1.0093826504854055,0.5790384615384616,0.5691229175970081,1.0201976969838142,0.59375,0.642280505952381
31,run,seq_run,False,50,1.00643790776913,0.5834615384615384,0.590060904481894,1.013011023402214,0.6015625,0.6865606398809524
32,run,seq_run,False,50,1.0031010297628549,0.5834615384615384,0.590060904481894,1.0113523676991463,0.6015625,0.6865606398809524
33,run,seq_run,False,50,0.997055121568533,0.5834615384615384,0.590060904481894,1.0069348812103271,0.609375,0.6865606398809524
34,run,seq_run,False,50,0.9928361461712764,0.5992307692307692,0.590060904481894,1.0069348812103271,0.609375,0.6865606398809524
35,run,seq_run,False,50,0.9903128009576064,0.6021153846153846,0.590060904481894,0.9996977001428604,0.609375,0.6865606398809524
36,run,seq_run,False,50,0.9902376569234408,0.6021153846153846,0.6037734373272526,0.9965715631842613,0.609375,0.6865606398809524
37,run,seq_run,False,50,0.9861541582987858,0.6021153846153846,0.6037734373272526,0.9941362217068672,0.609375,0.6865606398809524
38,run,seq_run,False,50,0.977096282518827,0.6159615384615384,0.627306244698801,0.9906532391905785,0.609375,0.6865606398809524
39,run,seq_run,False,50,0.977096282518827,0.6159615384615384,0.627306244698801,0.98069117218256,0.609375,0.6865606398809524
40,run,seq_run,False,50,0.9757214069366456,0.6159615384615384,0.627306244698801,0.98069117218256,0.609375,0.6865606398809524
41,run,seq_run,False,50,0.9742089326565082,0.6159615384615384,0.627306244698801,0.9799664840102196,0.609375,0.6865606398809524
42,run,seq_run,False,50,0.9680272404964153,0.6159615384615384,0.627306244698801,0.9722832217812538,0.609375,0.6865606398809524
43,run,seq_run,False,50,0.9671026945114136,0.6159615384615384,0.627306244698801,0.9722832217812538,0.609375,0.6868861607142858
44,run,seq_run,False,50,0.9565184318102323,0.6159615384615384,0.627306244698801,0.9718819931149483,0.609375,0.6868861607142858
45,run,seq_run,False,50,0.9565184318102323,0.6159615384615384,0.627306244698801,0.969206415116787,0.609375,0.6868861607142858
46,run,seq_run,False,50,0.9565184318102323,0.6159615384615384,0.627306244698801,0.9678320437669754,0.609375,0.6868861607142858
47,run,seq_run,False,50,0.9477049194849454,0.6159615384615384,0.627306244698801,0.9603278189897537,0.609375,0.6868861607142858
48,run,seq_run,False,50,0.9477049194849454,0.6159615384615384,0.627306244698801,0.9562652111053467,0.6171875,0.6868861607142858
49,run,seq_run,False,50,0.9441223327930157,0.6184615384615385,0.6295048041554394,0.9562652111053467,0.6171875,0.6868861607142858
50,run,seq_run,False,50,0.9419406744150015,0.6184615384615385,0.6528834028413325,0.954173855483532,0.6171875,0.6868861607142858
