step,run_name,sequence_name,is_cuda,epochs,best_train_loss,best_train_acc,best_train_f1-score,best_test_loss,best_test_acc,best_test_f1-score
1,run,seq_run,False,50,1.176112231841454,0.2619230769230769,0.23412462914909318,1.2000050842761993,0.2109375,0.1953404017857143
2,run,seq_run,False,50,1.1655618264124943,0.26557692307692304,0.2752868173269842,1.1760485768318176,0.2421875,0.25657552083333335
3,run,seq_run,False,50,1.1534699091544518,0.29538461538461536,0.29478107969510897,1.1677293479442596,0.28125,0.25657552083333335
4,run,seq_run,False,50,1.1428681245216956,0.30653846153846154,0.29742008220691807,1.1511879861354828,0.28125,0.25657552083333335
5,run,seq_run,False,50,1.130527371626634,0.3180769230769231,0.3328996114512381,1.1497596949338913,0.28125,0.25657552083333335
6,run,seq_run,False,50,1.1226615740702703,0.32403846153846155,0.3450102330325858,1.1281498670578003,0.3125,0.3283296130952381
7,run,seq_run,False,50,1.1179950998379633,0.3255769230769231,0.3450102330325858,1.1255735009908676,0.3203125,0.3360770089285714
8,run,seq_run,False,50,1.1091386868403508,0.3705769230769231,0.3679095799552549,1.1142657846212387,0.328125,0.3524739583333333
9,run,seq_run,False,50,1.1049816681788518,0.3705769230769231,0.3679095799552549,1.1142657846212387,0.328125,0.3524739583333333
10,run,seq_run,False,50,1.0991466833994938,0.3705769230769231,0.3786902024252818,1.1006791144609451,0.3359375,0.3524739583333333
11,run,seq_run,False,50,1.0933040637236375,0.38346153846153846,0.3800449331650964,1.0904705226421356,0.375,0.4046875
12,run,seq_run,False,50,1.0889894998990572,0.3844230769230769,0.3921923997064126,1.0904705226421356,0.375,0.4046875
13,run,seq_run,False,50,1.0872089569385235,0.3917307692307692,0.3921923997064126,1.0836125165224075,0.4296875,0.43351004464285714
14,run,seq_run,False,50,1.0821014853624198,0.3959615384615385,0.408586022776447,1.0836125165224075,0.4296875,0.43643043154761907
15,run,seq_run,False,50,1.0766739478478065,0.40923076923076923,0.408586022776447,1.075491726398468,0.4296875,0.4535528273809524
16,run,seq_run,False,50,1.0736610302558312,0.41288461538461535,0.42363339444290643,1.065635696053505,0.453125,0.47898065476190477
17,run,seq_run,False,50,1.0713204622268677,0.4175,0.4398879660037043,1.065635696053505,0.453125,0.47898065476190477
18,run,seq_run,False,50,1.067916230055002,0.4325,0.4398879660037043,1.065635696053505,0.453125,0.49089471726190476
19,run,seq_run,False,50,1.0620159039130577,0.44519230769230766,0.44625061957782997,1.064983755350113,0.4609375,0.49089471726190476
20,run,seq_run,False,50,1.0584018588066102,0.46865384615384614,0.495516200565007,1.0545858293771744,0.515625,0.5490885416666667
21,run,seq_run,False,50,1.0529527141497685,0.4834615384615385,0.495516200565007,1.0545858293771744,0.515625,0.5490885416666667
