step,run_name,sequence_name,is_cuda,epochs,best_train_loss,best_train_acc,best_train_f1-score,best_test_loss,best_test_acc,best_test_f1-score
1,run,seq_run,False,50,1.0863998679014353,0.3875,0.3576636438134013,1.0495729967951775,0.46875,0.47704613095238096
2,run,seq_run,False,50,1.0283605373822726,0.5178846153846154,0.49965436672921637,1.0062520056962967,0.5234375,0.5655040922619048
3,run,seq_run,False,50,0.989126221033243,0.5536538461538462,0.5311066637780346,0.9745252281427383,0.5390625,0.601850818452381
4,run,seq_run,False,50,0.9624708487437321,0.57,0.5435220301106567,0.9509646072983742,0.5390625,0.601850818452381
5,run,seq_run,False,50,0.9349682532824003,0.5926923076923076,0.6121250969168353,0.9318475276231766,0.5703125,0.6188151041666666
6,run,seq_run,False,50,0.9203282869779147,0.6038461538461538,0.6121250969168353,0.910059779882431,0.5703125,0.6188151041666666
7,run,seq_run,False,50,0.8989380799807035,0.6309615384615385,0.615490483469184,0.893857017159462,0.5859375,0.639071800595238
8,run,seq_run,False,50,0.8769990939360398,0.6317307692307692,0.640184471219308,0.8743551149964333,0.5859375,0.639071800595238
9,run,seq_run,False,50,0.854894049351032,0.6371153846153846,0.640184471219308,0.8566779419779778,0.6171875,0.656352306547619
10,run,seq_run,False,50,0.8437719757740314,0.6565384615384615,0.6778330631502989,0.8438740894198418,0.6171875,0.656352306547619
11,run,seq_run,False,50,0.8331029442640451,0.6565384615384615,0.6778330631502989,0.8241725638508797,0.625,0.664750744047619
12,run,seq_run,False,50,0.8274475959631112,0.6565384615384615,0.6778330631502989,0.811949647963047,0.625,0.6650762648809524
13,run,seq_run,False,50,0.8165728403971746,0.6565384615384615,0.6812453665575289,0.8086561039090157,0.625,0.6650762648809524
14,run,seq_run,False,50,0.8165728403971746,0.6565384615384615,0.6812453665575289,0.7954982370138168,0.640625,0.6769345238095239
15,run,seq_run,False,50,0.8148955945785229,0.6565384615384615,0.6812453665575289,0.7928804606199265,0.640625,0.6769345238095239
16,run,seq_run,False,50,0.8114690698110141,0.6565384615384615,0.6812453665575289,0.7914609462022781,0.640625,0.6805896577380952
17,run,seq_run,False,50,0.8075578451156616,0.6565384615384615,0.6812453665575289,0.7767888084053993,0.640625,0.6805896577380952
18,run,seq_run,False,50,0.7917810999430143,0.6719230769230768,0.6812453665575289,0.775859571993351,0.671875,0.7021019345238095
19,run,seq_run,False,50,0.7913934913965371,0.6719230769230768,0.6812453665575289,0.7667844071984291,0.671875,0.7021019345238095
20,run,seq_run,False,50,0.7793115459955655,0.6719230769230768,0.6812453665575289,0.7567258402705193,0.6875,0.7021019345238095
21,run,seq_run,False,50,0.7701579754169171,0.6719230769230768,0.6812453665575289,0.7537392377853394,0.6875,0.7021019345238095
22,run,seq_run,False,50,0.7701579754169171,0.6719230769230768,0.6812453665575289,0.7477927207946777,0.6953125,0.7166387648809524
23,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.742694653570652,0.6953125,0.7166387648809524
24,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.7400033846497536,0.6953125,0.7230096726190476
25,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.7319612391293049,0.6953125,0.7230096726190476
26,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.7319612391293049,0.6953125,0.7230096726190476
27,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.7285809926688671,0.6953125,0.7230096726190476
28,run,seq_run,False,50,0.7701579754169171,0.6721153846153847,0.6812453665575289,0.7229197323322296,0.6953125,0.7230096726190476
29,run,seq_run,False,50,0.7637539845246535,0.6832692307692307,0.6812453665575289,0.7188787572085857,0.6953125,0.7230096726190476
30,run,seq_run,False,50,0.762491080394158,0.6832692307692307,0.6812453665575289,0.7185582742094994,0.6953125,0.7230096726190476
31,run,seq_run,False,50,0.7612871225063618,0.6832692307692307,0.6812453665575289,0.7148073427379131,0.6953125,0.7230096726190476
32,run,seq_run,False,50,0.7612871225063618,0.6832692307692307,0.6812453665575289,0.7148073427379131,0.6953125,0.7230096726190476
33,run,seq_run,False,50,0.7612871225063618,0.6832692307692307,0.6932829100701251,0.7148073427379131,0.6953125,0.7230096726190476
